frequency,word,skip1,skip2
3818,spokesman,nn1,685
3818,friendly,aj0,1365
3815,revenue,nn1,781
3813,decided,vvd-vvn,1513
3811,autumn,nn1,1276
3810,concentration,nn1,1122
3807,philip,np0,703
3807,announced,vvd-vvn,1003
3806,remaining,aj0,1409
3805,wilson,np0,784
3805,vehicle,nn1,1047
3803,worked,vvd,1419
3802,markets,nn2,819
3800,reader,nn1,833
3800,quick,aj0,1458
3800,followed,vvd,1377
3799,agree,vvi,1426
3794,grass,nn1,1005
3792,row,nn1,1090
3790,roof,nn1,1042
3790,fruit,nn0,1064
3790,appeared,vvd,1393
3789,drug,nn1,709
3789,added,vvn,1512
3788,program,nn1,359
3786,lost,vvd-vvn,1515
3785,efficient,aj0,1277
3785,back,aj0-nn1,1198
3783,seconds,nn2,1027
3783,editor,nn1,1002
3781,video-taped,aj0,37
3779,e,zz0,858
3776,replaced,vvn,1455
3776,location,nn1,1164
3775,maintenance,nn1,1147
3775,lies,vvz,1383
3764,reported,vvd-vvn,1055
3762,decline,nn1,1026
3759,characters,nn2,837
3758,intended,vvn,1487
3757,lights,nn2,1086
3756,encourage,vvi,1405
3753,thanks,nn2,1194
3753,losses,nn2,930
3750,mike,np0,649
3749,terrible,aj0,1091
3749,cut,vvn,1506
3749,african,aj0,780
3748,produced,vvd-vvn,1452
3747,won,vvd,878
3743,talks,nn2,655
3743,approval,nn1,1169
3741,japanese,aj0,800
3741,abroad,av0,1263
3737,valuable,aj0,1414
3736,plastic,nn1,991
3735,silent,aj0,1131
3733,stuff,nn1,1082
3732,enable,vvi,1366
3730,chris,np0,693
3729,1978,crd,878
3728,late,av0,1460
3727,stars,nn2,970
3727,dramatic,aj0,1423
3725,total,nn1,1178
3723,occasionally,av0,1406
3717,household,nn1,1004
3717,golden,aj0,1211
3717,duties,nn2,1098
3716,guide,nn1,1223
3714,sum,nn1,1197
3713,recovery,nn1,995
3712,jim,np0,720
3711,agriculture,nn1,681
3707,regularly,av0,1472
3705,proposal,nn1,961
3702,framework,nn1,980
3700,comfortable,aj0,1268
3697,firm,aj0-nn1,1233
3696,breakfast,nn1,971
3695,error,nn1,971
3694,judge,nn1,775
3693,cover,nn1,1184
3691,magazine,nn1,1114
3689,drink,nn1,961
3689,close,av0,1448
3688,lifespan,nn1,77
3687,twelve,crd,1331
3687,remain,vvb,1471
3686,writing,nn1-vvg,1153
3685,odd,aj0,1284
3684,times,np0,1018
3684,loan,nn1,793
3682,teams,nn2,867
3682,hundreds,nn2,1380
3682,failed,vvd-vvn,1369
3682,characteristics,nn2,991
3680,liability,nn1,499
3679,bob,np0,699
3678,tried,vvd-vvn,1329
3677,touch,nn1,1299
3676,wealth,nn1,1115
3673,living,aj0,1318
3671,standard,nn1,1317
3670,theme,nn1,1205
3669,1977,crd,855
3667,publication,nn1,1097
3664,living,aj0-vvg,1377
3664,deeply,av0,1397
3662,require,vvi,1258
3656,decade,nn1,1209
3655,mostly,av0,1431
3654,positions,nn2,1199
3652,situations,nn2,1071
3650,writer,nn1,999
3650,sheet,nn1,1088
3650,minute,nn1,1020
3649,received,vvd-vvn,1389
3646,jane,np0,650
3644,used,vvd,1481
3644,federal,aj0,540
3643,expected,aj0-vvn,1213
3642,shortly,av0,1443
3642,brown,aj0,1000
3639,arguments,nn2,1149
3633,owners,nn2,1034
3632,bank,np0,808
3628,initially,av0,1352
3627,subject,aj0-nn1,639
3624,through,avp-prp,1540
3622,temporary,aj0,1257
3621,felt,vvn,1366
3621,clean,aj0,1308
3615,willing,aj0,1450
3614,theories,nn2,710
3613,afford,vvi,1403
3611,yorkshire,np0,796
3608,watched,vvd,846
3608,reputation,nn1,1315
3608,enjoy,vvi,1389
3607,pass,vvi,1560
3606,tried,vvn,1533
3603,co-operation,nn1,818
3602,applied,vvn,1283
3601,draw,vvi,1525
3600,coast,nn1,937
3599,song,nn1,812
3598,occasions,nn2,1445
3594,end,vvi,1453
3591,offence,nn1,731
3591,countryside,nn1,957
3590,tasks,nn2,986
3590,stopped,vvd,919
3583,et_al,av0,362
3582,1976,crd,882
3581,subsequently,av0,1184
3581,open,vvi,1514
3578,control,vvi,1390
3578,agents,nn2,1074
3576,lewis,np0,638
3575,theatre,nn1,914
3575,containing,vvg,1229
3572,housing,nn1,670
3570,pay,nn1,896
3568,overall,aj0,1106
3567,criteria,nn2,835
3566,allowing,vvg,1540
3563,candidates,nn2,678
3562,statutory,aj0,603
3560,bedroom,nn1,842
3558,height,nn1,1209
3558,foundation,nn1,1195
3553,struggle,nn1,1090
3553,answer,vvi,1374
3552,notion,nn1,976
3550,resistance,nn1,1034
3550,clubs,nn2,808
3545,announced,vvn,1021
3543,voluntary,aj0,932
3542,glad,aj0,1009
3541,religion,nn1,786
3540,candidate,nn1,725
3540,bottle,nn1,991
3540,border,nn1,879
3539,p,zz0,481
3539,ministry,nn0,766
3538,care,nn1-vvb,977
3537,reports,nn2-vvz,1021
3537,belfast,np0,388
3535,completed,vvn,1415
3534,used,aj0-vvn,1321
3533,chest,nn1,926
3532,deputy,nn1,755
3531,cancer,nn1,618
3530,chief,aj0-nn1,1077
3529,representatives,nn2,991
3528,taylor,np0,762
3526,rail,nn1,817
3523,understand,vvb,1260
3523,light,aj0,1228
3522,centuries,nn2,1011
3521,agencies,nn2,810
3520,global,aj0,777
3520,german,aj0-nn1,868
3517,options,nn2,1040
3517,fall,nn1,1265
3513,outcome,nn1,1146
3513,alternative,aj0,1155
3510,division,nn1,1101
3507,negotiations,nn2,811
3504,sensitive,aj0,1333
3503,writers,nn2,921
3502,specifically,av0,1326
3501,settlement,nn1,801
3500,offering,vvg,1488
3498,walk,vvi,1144
3498,assets,nn2,661
3497,administrative,aj0,894
3492,images,nn2,913
3491,provided,cjs,1448
3490,competitive,aj0,987
3488,victim,nn1,967
3487,recession,nn1,707
3486,democracy,nn1,571
3484,representation,nn1,815
3482,200,crd,1222
3481,supporters,nn2,864
3479,paid,vvd-vvn,1294
3478,stations,nn2,890
3478,short,aj0-av0,1568
3477,aside,av0,1387
3475,trip,nn1,1084
3475,stress,nn1,849
3473,drove,vvd,987
3473,coming,aj0-vvg,1395
3471,initiative,nn1,1082
3467,x,zz0,604
3467,grown,vvn,1371
3466,emotional,aj0,985
3465,dress,nn1,903
3464,gradually,av0,1399
3464,cambridge,np0,880
3463,expansion,nn1,1056
3463,china,np0,689
3459,yards,nn2,910
3459,interview,nn1,947
3457,luke,np0,191
3456,conservative,aj0,706
3454,flow,nn1,1100
3454,closed,vvd-vvn,1181
3453,pale,aj0,903
3450,parent,nn1,920
3449,elizabeth,np0,683
3443,supported,vvn,1384
3443,seek,vvi,1333
3443,remarkable,aj0,1289
3443,capital,aj0-nn1,860
3439,individual,nn1,970
3439,arrived,vvd,1183
3438,teaching,nn1,676
3437,call,vvb,1355
3436,convention,nn1,730
3434,partners,nn2,946
3434,efficiency,nn1,1020
3434,adequate,aj0,1254
3433,pension,nn1,557
3433,formed,vvn,1367
3432,figure,nn1-vvb,629
3431,visit,vvi,1286
3429,soldiers,nn2,793
3428,sharp,aj0,1465
3426,weak,aj0,1343
3426,scientists,nn2,754
3426,delivery,nn1,983
3424,wednesday,np0,820
3423,electricity,nn1,864
3419,cut,vvi,1387
3417,lucky,aj0,1175
3416,rather_than,cjs,1378
3412,acceptable,aj0,1321
3411,sent,vvd-vvn,1404
3410,arrival,nn1,1315
3408,healthy,aj0,1213
3406,married,aj0,937
3406,enter,vvi,1442
3404,ice,nn1,943
3403,acting,vvg,1336
3402,request,nn1,1214
3402,once_again,av0,1326
3402,identified,vvn,1121
3399,businesses,nn2,805
3396,inquiry,nn1,732
3396,chain,nn1,1138
3395,keen,aj0,1402
3392,awareness,nn1,1080
3388,removed,vvn,1325
3388,kill,vvi,1015
3388,forget,vvi,1279
3388,connection,nn1,1274
3386,motion,nn1,955
3383,communications,nn2,941
3382,content,nn1,998
3380,1975,crd,877
3378,hill,np0,929
3377,regime,nn1,768
3377,dream,nn1,1046
3376,caught,vvn,1270
3375,instructions,nn2,1150
3375,adam,np0,529
3371,published,vvd-vvn,1155
3367,rapid,aj0,1224
3365,eggs,nn2,756
3364,wooden,aj0,1016
3363,outside,av0,1325
3363,kingdom,nn1,791
3361,facing,vvg,1414
3360,seeking,vvg,1408
3359,focus,nn1,1241
3358,involves,vvz,1107
3356,serve,vvi,1446
3356,drive,nn1,1179
3355,restaurant,nn1,773
3354,cope,vvi,1248
3353,cards,nn2,1078
3351,electronic,aj0,808
3350,literary,aj0,595
3350,fallen,vvn,1391
3349,lee,np0,573
3348,passed,vvd-vvn,1350
3347,easy,aj0-av0,1391
3345,diet,nn1,699
3343,grow,vvi,1356
3342,surprising,aj0,1454
3342,read,vvn,1319
3339,pub,nn1,758
3339,essentially,av0,1122
3338,selling,vvg,1192
3338,enemy,nn0,902
3335,sees,vvz,1365
3334,mountain,nn1,867
3334,corporation,nn0,813
3332,potential,aj0-nn1,1204
3331,margaret,np0,818
3331,dependent,aj0,1076
3329,imagine,vvi,1265
3328,yellow,aj0,1034
3328,r,zz0,464
3328,map,nn1,854
3327,consequence,nn1,1162
3325,worker,nn1,870
3324,occur,vvi,1086
3322,newspapers,nn2,1116
3319,in_addition_to,prp,1295
3318,apart,av0,1349
3317,white,np0,981
3317,everybody,pni,1042
3314,rome,np0,705
3314,precisely,av0,1212
3313,comprehensive,aj0,1150
3313,average,aj0-nn1,1033
3312,met,vvd-vvn,1257
3308,churches,nn2,629
3307,agreed,vvd,1081
3302,use,nn1-vvb,1233
3302,extension,nn1,1219
3302,expressed,vvn,1157
3300,indian,aj0,865
3296,link,nn1,1255
3292,minority,nn1,913
3291,supreme,aj0,734
3290,computers,nn2,729
3288,added,vvd-vvn,1431
3285,roads,nn2,1011
3285,official,aj0-nn1,1025
3284,stairs,nn2,764
3284,anywhere,av0,1413
3282,block,nn1,1194
3281,love,vvb,924
3279,store,nn1,1070
3278,successfully,av0,1373
3277,panel,nn1,825
3275,returned,vvd-vvn,1289
3274,guests,nn2,822
3274,constitution,nn1,546
3273,scope,nn1,1100
3272,pollution,nn1,556
3271,in_favour_of,prp,1239
3271,frank,np0,752
3270,experiences,nn2,1033
3269,daily,aj0,1281
3265,starts,vvz,1264
3263,paintings,nn2,586
3260,developed,vvd-vvn,1242
3259,greatly,av0,1342
3258,forgotten,vvn,1295
3254,setting,vvg,1490
3250,languages,nn2,698
3248,pure,aj0,1248
3247,occurs,vvz,934
3246,shows,nn2-vvz,1178
3246,1974,crd,841
3245,residents,nn2,750
3242,thinks,vvz,1240
3242,comparison,nn1,1133
3240,washington,np0,679
3240,wages,nn2,688
3240,plane,nn1,804
3240,findings,nn2,817
3239,bear,vvi,1373
3239,add,vvb,963
3235,tells,vvz,1258
3233,meant,vvd,1149
3232,yours,pnp,898
3229,die,vvi,1118
3228,bill,nn1-np0,544
3225,visual,aj0,755
3221,cat,nn1,792
3219,nigel,np0,540
3219,licence,nn1,866
3217,mistake,nn1,1298
3215,falling,vvg,1430
3215,bird,nn1,854
3214,genuine,aj0,1330
3214,finished,vvn,1214
3211,affair,nn1,1126
3210,defendant,nn1,253
3205,taste,nn1,1170
3204,parish,nn1,510
3204,furniture,nn1,984
3203,relating,vvg,1018
3203,fifth,ord,1207
3203,copies,nn2,1022
3201,darkness,nn1,805
3199,strike,nn1,660
3199,fifty,crd,1041
3198,captain,nn1,608
3197,politicians,nn2,829
3197,categories,nn2,911
3196,worked,vvd-vvn,1441
3193,resolution,nn1,778
3193,pocket,nn1,990
3193,played,vvd,986
3191,determine,vvi,1053
3190,respectively,av0,1012
3188,gun,nn1,723
3187,lived,vvd,1157
3185,write,vvb,1082
3185,talk,nn1,1182
3185,incident,nn1,969
3183,fifteen,crd,1142
3181,care,vvi,1079
3177,widespread,aj0,1061
3177,module,nn1,197
3175,sons,nn2,856
3175,meat,nn1,925
3175,expectations,nn2,1050
3175,classical,aj0,797
3174,learning,nn1-vvg,666
3173,gloucester,np0,319
3173,bottom,nn1,1203
3170,metres,nn2,629
3169,represents,vvz,1184
3169,expect,vvb,1267
3168,oct.,np0,66
3167,database,nn1,369
3166,open,aj0-av0,1372
3166,defined,vvn,934
3161,welsh,aj0,671
3161,absolute,aj0,1234
3153,preparation,nn1,1139
3153,numerous,aj0,1242
3153,bought,vvn,1282
3153,begins,vvz,1285
3152,need,vm0,1378
3152,heard,vvd-vvn,1160
3150,reading,nn1-vvg,1105
3145,queen,nn1,753
3143,affect,vvi,1272
3142,distinct,aj0,1173
3142,advance,nn1,1310
3141,arrangement,nn1,1193
3140,premises,nn2,800
3139,experts,nn2,1098
3134,proposed,aj0,992
3134,conservation,nn1,576
3133,israel,np0,419
3131,williams,np0,704
3131,thatcher,np0,534
3131,films,nn2,705
3130,consumption,nn1,724
3129,judgment,nn1,524
3128,adults,nn2,956
3127,mood,nn1,1165
3126,golf,nn1,576
3124,tension,nn1,1034
3123,won,vvd-vvn,943
3123,components,nn2,837
3122,pretty,av0,1021
3122,moments,nn2,1051
3122,corp,nn0,79
3117,jan.,np0,62
3116,easier,ajc,1386
3111,as_long_as,cjs,1377
3110,watch,vvi,1173
3110,male,aj0-nn1,908
3109,category,nn1,1061
3108,face,nn1-vvb,935
3107,arrived,vvd-vvn,1227
3106,suggested,vvd-vvn,1285
3105,lost,vvd,1178
3104,philosophy,nn1,944
3104,gap,nn1,1305
3103,worry,vvi,1027
3102,nineteenth,ord,633
3100,wish,vvi,1290
3100,command,nn1,883
3099,spent,vvd,1234
3097,bread,nn1,971
3096,however,avq,1239
3095,unlike,prp,1419
3095,johnson,np0,662
3094,beer,nn1,873
3093,retirement,nn1,849
3092,shoes,nn2,957
3092,citizens,nn2,914
3090,drama,nn1,825
3086,mothers,nn2,706
3085,solid,aj0,1205
3085,now_that,cjs,1288
3082,running,aj0-vvg,1366
3082,consent,nn1,636
3078,kept,vvd-vvn,1332
3076,somebody,pni,884
3075,noted,vvn,1052
3074,item,nn1,1007
3074,birmingham,np0,819
3073,survival,nn1,1053
3072,sad,aj0,1102
3072,bring,vvb,1408
3068,intervention,nn1,792
3068,illness,nn1,913
3067,reached,vvd-vvn,1315
3066,claims,vvz,1025
3066,aged,prp,806
3064,sarah,np0,441
3063,waited,vvd,806
3063,iraq,np0,236
3062,ring,nn1,1047
3062,exists,vvz,1131
3059,concerning,prp,1091
3057,tired,aj0,1014
3056,just,aj0-av0,1346
3053,professor,np0,702
3053,priority,nn1,1139
3047,self,nn1,991
3047,instead_of,cjs,1072
3046,throat,nn1,761
3045,standard,aj0-nn1,1132
3045,spanish,aj0,820
3044,argued,vvn,899
3043,for,cjs,880
3034,earnings,nn2,587
3034,currency,nn1,666
3033,used,aj0,1411
3033,t,zz0,608
3032,wave,nn1,1032
3028,exciting,aj0,1240
3028,continue,vvb,1325
3028,catch,vvi,1207
3028,brothers,nn2,979
3026,liked,vvd,908
3026,asia,np0,599
3024,proved,vvn,1393
3023,statistics,nn0,860
3023,fewer,dt0,1212
3017,require,vvb,1107
3015,confident,aj0,1274
3014,promotion,nn1,971
3014,primarily,av0,1153
3013,truly,av0,1339
3013,share,vvi,1397
3012,partnership,nn1,840
3012,hoping,vvg,1189
3011,fault,nn1,1182
3010,returned,vvn,1299
3007,inevitably,av0,1249
3005,rough,aj0,1224
3005,failed,vvn,1337
3005,briefly,av0,1257
3004,pick,vvi,1255
3001,black,np0,866
3000,ages,nn2,1163
2997,dominant,aj0,871
2996,thick,aj0,1022
2995,+,prp,331
2992,issued,vvn,970
2990,received,vvd,1220
2989,perspective,nn1,931
2988,kids,nn2,643
2987,painting,nn1,675
2987,councils,nn2,641
2986,mind,vvi,1009
2984,kingdom,np0,382
2983,poverty,nn1,766
2982,fighting,vvg,1104
2980,left,aj0-vvn,1329
2980,frame,nn1,1005
2978,sept.,np0,55
2978,a_bit,av0,732
2977,surprised,aj0,1096
2976,theoretical,aj0,629
2976,consistent,aj0,1070
2975,prospect,nn1,1254
2975,lady,np0,620
2975,jesus,np0,468
2974,anxious,aj0,1253
2973,exist,vvi,1235
2971,profession,nn1,872
2970,no.,nn1,547
2969,lots,pni,1023
2968,brings,vvz,1380
2967,signed,vvn,976
2967,rose,np0,446
2966,shareholders,nn2,427
2966,queen,np0,844
2966,moscow,np0,514
2965,close,aj0-av0,1276
2963,mixture,nn1,1179
2963,clear,vvi,1324
2962,extreme,aj0,1247
2961,prior_to,prp,1055
2958,scott,np0,657
2957,territory,nn1,904
2957,clinical,aj0,377
2956,ownership,nn1,775
2955,wished,vvd,1108
2948,tools,nn2,939
2947,plate,nn1,886
2946,recorded,vvn,997
2946,but_for,prp,1390
2945,assumption,nn1,949
2942,tory,aj0,393
2940,show,nn1-vvb,1226
2940,requirement,nn1,934
2940,co,np0,623
2938,pilot,nn1,724
2934,breach,nn1,550
2933,helped,vvn,1407
2933,gain,vvi,1318
2933,entrance,nn1,982
2933,compensation,nn1,781
2932,potential,nn1,1108
2932,achievement,nn1,1133
2930,armed,aj0,561
2929,permission,nn1,1076
2928,winner,nn1,718
2928,h,zz0,472
2928,finger,nn1,982
2928,feels,vvz,1180
2928,adopted,vvn,1182
2927,1973,crd,811
2926,constantly,av0,1309
2925,green,np0,845
2924,vehicles,nn2,785
2924,returning,vvg,1339
2924,port,nn1,843
2923,fight,vvi,1068
2922,threw,vvd,975
2922,nov.,np0,62
2921,nervous,aj0,1062
2917,sweet,aj0,939
2917,pulled,vvd,753
2916,tim,np0,519
2916,skill,nn1,1149
2916,crew,nn1,702
2916,core,nn1,1072
2915,clause,nn1,419
2915,believed,vvd,1089
2913,played,vvd-vvn,1140
2913,love,vvi,922
2912,discovered,vvn,1279
2911,faces,nn2,1047
2911,bound,vvn,1296
2910,english,aj0-nn1,821
2909,meant,vvn,1365
2909,conservative,aj0-nn1,652
2907,placed,vvd-vvn,1372
2907,opened,vvn,1355
2906,personnel,nn2,816
2906,leaves,nn2,704
2906,examine,vvi,1081
2905,sleep,nn1,834
2905,joseph,np0,689
2904,sam,np0,437
2902,producing,vvg,1285
2899,visible,aj0,1174
2899,branches,nn2,1017
2898,proud,aj0,1165
2897,wedding,nn1,713
2897,prisoners,nn2,568
2897,neither,dt0,1436
2896,symptoms,nn2,529
2896,emergency,nn1,738
2896,depth,nn1,1124
2894,whenever,avq,1311
2892,sake,nn1,1111
2892,reading,vvg,1225
2892,altogether,av0,1320
2892,adult,aj0-nn1,883
2892,1980s,crd,600
2891,discussions,nn2,1047
2888,furthermore,av0,833
2888,follow,vvb,1221
2888,agree,vvb,1061
2887,served,vvn,1178
2886,fast,av0,1234
2885,uses,vvz,1138
2884,changing,vvg,1416
2883,alcohol,nn1,684
2882,start,vvb,1170
2881,written,aj0,863
2880,spent,vvd-vvn,1328
2880,march,nn1-np0,807
2880,festival,nn1,659
2879,shot,nn1,747
2878,v,zz0,723
2878,describe,vvi,1209
2876,prince,nn1,582
2876,empire,nn1,724
2874,servants,nn2,808
2874,flat,aj0-nn1,1026
2874,break,nn1,1154
2873,outstanding,aj0,1088
2871,soul,nn1,883
2871,impressive,aj0,1134
2870,articles,nn2,1005
2869,fit,vvi,1246
2869,explained,vvd,1042
2866,wore,vvd,883
2866,sugar,nn1,728
2865,offered,vvd-vvn,1373
2865,beach,nn1,641
2864,presentation,nn1,983
2864,across,av0,992
2862,provided,vvd,1206
2858,ruth,np0,269
2858,prize,nn1,917
2857,storage,nn1,786
2857,distant,aj0,1135
2856,mirror,nn1,890
2854,moral,aj0,748
2851,coat,nn1,819
2846,patrick,np0,632
2845,attend,vvi,1150
2844,neighbours,nn2,1095
2844,limit,nn1,1065
2841,dec.,np0,66
2841,comments,nn2,1074
2840,remembered,vvd,715
2840,listening,vvg,1033
2840,constitutional,aj0,399
2839,enthusiasm,nn1,1252
2837,advanced,aj0,985
2836,working,aj0-vvg,1195
2835,established,vvd-vvn,1194
2833,canada,np0,883
2830,alliance,nn1,632
2829,standing,nn1-vvg,1285
2828,intelligence,nn1,922
2828,at_present,av0,1148
2827,that,av0,1235
2826,chances,nn2,1101
2825,stones,nn2,823
2824,sand,nn1,746
2824,gentle,aj0,1037
2822,conscious,aj0,1123
2821,reading,nn1,982
2819,funny,aj0,844
2819,advantages,nn2,1097
2818,walk,nn1,886
2817,entitled,vvn,880
2816,contents,nn2,1047
2814,ears,nn2,988
2813,iv,crd,654
2812,origin,nn1,934
2811,manage,vvi,1264
2810,turn,vvb,1215
2809,helpful,aj0,1104
2809,anger,nn1,870
2806,reasonably,av0,1155
2806,associated,vvn,914
2804,thursday,np0,815
2804,tape,nn1,793
2804,monetary,aj0,454
2803,tendency,nn1,1019
2803,patient,aj0-nn1,544
2801,valley,nn1,691
2801,precise,aj0,1211
2801,economics,nn0,662
2800,hat,nn1,893
2800,considerably,av0,1187
2798,wage,nn1,513
2798,device,nn1,945
2798,announced,vvd,908
2796,alternative,aj0-nn1,1245
2795,institution,nn1,875
2794,photographs,nn2,980
2791,smooth,aj0,1025
2790,mile,nn1,908
2790,ideal,aj0,1066
2787,mad,aj0,925
2785,paying,vvg,1218
2784,suggestion,nn1,1272
2784,employer,nn1,609
2784,about,avp-prp,914
2783,mechanism,nn1,864
2782,everywhere,av0,1233
2780,presumably,av0,1106
2776,reply,nn1,1048
2776,given,aj0,882
2775,ben,np0,488
2774,tough,aj0,1056
2774,remote,aj0,1185
2774,discovery,nn1,1064
2773,observation,nn1,887
2771,kong,np0,535
2769,possession,nn1,889
2767,less_than,av0,1051
2766,accurate,aj0,1207
2765,grand,aj0,1105
2765,bigger,ajc,1140
2764,thrown,vvn,1250
2763,sentences,nn2,576
2763,landscape,nn1,761
2763,exception,nn1,1312
2760,electric,aj0,972
2758,looked,vvn,1292
2758,employee,nn1,592
2757,plaintiff,nn1,126
2753,degrees,nn2,987
2750,in_spite_of,prp,980
2748,raised,vvd-vvn,1322
2746,satisfaction,nn1,1135
2746,determination,nn1,1103
2745,sleep,vvi,886
2745,increased,vvd-vvn,1032
2745,gate,nn1,826
2744,readily,av0,1107
2744,holy,aj0,695
2743,championship,nn1,300
2742,brilliant,aj0,1064
2741,planning,vvg,1238
2741,middle,aj0-nn1,1129
2740,appointed,vvn,858
2739,ultimately,av0,1123
2737,implementation,nn1,713
2737,childhood,nn1,872
2736,frequency,nn1,596
2736,experiments,nn2,648
2733,contained,vvd-vvn,1158
2731,visited,vvd,978
2731,in_respect_of,prp,509
2729,creating,vvg,1258
2729,alone,aj0,1114
2728,help,nn1-vvb,1216
2727,ratio,nn1,578
2727,isolated,aj0,1109
2726,bristol,np0,699
2725,personality,nn1,1009
2725,organizations,nn2,371
2724,snow,nn1,641
2724,cricket,nn1,495
2718,column,nn1,828
2718,architecture,nn1,666
2717,leisure,nn1,848
2717,attempts,nn2,1207
2716,check,vvi,1115
2713,jacket,nn1,747
2713,climate,nn1,1031
2712,travel,nn1,937
2712,introduce,vvi,1248
2711,suggested,vvd,1171
2710,solicitor,nn1,539
2708,guidance,nn1,927
2707,o'clock,av0,766
2707,inevitable,aj0,1262
2707,disabled,aj0,507
2706,relation,nn1,725
2706,neil,np0,522
2705,walked,vvd-vvn,839
2705,chose,vvd,1287
2704,enjoyed,vvd,1187
2704,allow,vvb,1150
2703,drive,vvi,1130
2703,charity,nn1,847
2702,tuesday,np0,813
2700,roles,nn2,902
2698,strategies,nn2,652
2698,sent,vvd,1041
2698,residential,aj0,546
2697,berlin,np0,541
2696,ladies,nn2,838
2695,young,np0,878
2695,involve,vvi,1168
2695,finds,vvz,1195
2694,strategic,aj0,758
2693,understood,vvn,1125
2693,songs,nn2,599
2693,hill,nn1,826
2692,a.,np0,699
2691,confusion,nn1,1242
2690,supposed,vvn,1028
2688,musical,aj0,630
2687,bloody,aj0,741
2687,approximately,av0,959
2686,protein,nn1,267
2686,champion,nn1,499
2684,phrase,nn1,980
2684,ken,np0,525
2682,sun,nn1-np0,556
2682,savings,nn2,689
2682,responsibilities,nn2,911
2679,hospitals,nn2,653
2678,hong,np0,504
2677,mode,nn1,767
2676,americans,nn2,759
2675,wet,aj0,958
2675,psychological,aj0,752
2675,contributions,nn2,905
2675,abuse,nn1,749
2674,released,vvn,1000
2674,newly,av0,1247
2674,female,aj0-nn1,870
2672,advertising,nn1,697
2670,sheep,nn0,735
2670,input,nn1,528
2670,fees,nn2,753
2666,deliberately,av0,1181
2665,argued,vvd,878
2664,slight,aj0,1163
2664,false,aj0,1111
2664,camp,nn1,781
2663,violent,aj0,1008
2663,round,aj0,1042
2663,results,nn2-vvz,947
2663,alongside,prp,1215
2662,circle,nn1,1063
2661,driven,vvn,1222
2658,whether_or_not,cjs,1103
2658,feb.,np0,74
2658,conduct,nn1,725
2656,1972,crd,757
2655,offers,vvz,893
2654,next_to,prp,1076
2654,ear,nn1,910
2653,variation,nn1,731
2653,guitar,nn1,212
2653,critics,nn2,836
2653,70,crd,1039
2652,laboratory,nn1,681
2651,result,vvi,1042
2651,middle,aj0,968
2649,purchase,nn1,888
2647,principal,aj0,927
2646,tables,nn2,1039
2646,applies,vvz,901
2645,mean,aj0,828
2645,loans,nn2,546
2644,primary,aj0-nn1,778
2644,mass,nn1,1013
2643,chemical,aj0-nn1,619
2641,roman,aj0,615
2641,keith,np0,583
2641,hold,vvb,1241
2641,happened,vvd-vvn,1152
2639,poetry,nn1,533
2639,modules,nn2,223
2638,believed,vvn,1169
2637,gardens,nn2,739
2635,restrictions,nn2,890
2633,suit,nn1,1006
2632,concepts,nn2,712
2631,mentioned,vvn,1217
2627,evaluation,nn1,562
2625,referred,vvd-vvn,1082
2625,pound,nn1,717
2624,covering,vvg,1323
2623,republic,nn1,491
2622,staring,vvg,607
2622,rocks,nn2,592
2622,automatically,av0,1125
2621,bills,nn2,735
2620,pace,nn1,1121
2620,fee,nn1,768
2619,granted,vvn,1091
2618,undertaken,vvn,1002
2618,stopped,vvn,1127
2618,so-called,aj0,1095
2618,participation,nn1,800
2616,nurse,nn1,591
2615,joined,vvd,1073
2615,1970,crd,787
2612,thereby,av0,981
2611,worth,nn1,1189
2611,tank,nn1,455
2611,infection,nn1,397
2610,represented,vvn,1007
2608,secondly,av0,877
2607,castle,np0,606
2606,forty,crd,1001
2606,80,crd,1061
2603,waste,nn1,857
2603,villages,nn2,731
2603,headquarters,nn0,878
2603,as_for,prp,1207
2602,covered,vvd-vvn,1257
2600,minds,nn2,1175
2598,investors,nn2,465
2597,lords,np0,529
2596,1970s,crd,636
2595,stopped,vvd-vvn,1003
2595,opposite,aj0,1241
2594,claim,vvi,1164
2593,replace,vvi,1240
2591,dispute,nn1,797
2590,taxes,nn2,585
2590,caught,vvd-vvn,1077
2589,disaster,nn1,1071
2589,describes,vvz,1053
2586,expense,nn1,1209
2586,demanded,vvd,848
2585,wing,nn1,835
2583,died,vvn,1053
2581,stayed,vvd,1008
2581,remove,vvi,1170
2581,presented,vvd-vvn,1173
2579,mum,nn1,435
2579,grant,nn1,615
2579,1971,crd,720
2577,zealand,np0,602
2577,evident,aj0,1058
2575,manufacturers,nn2,805
2575,comment,nn1,1155
2575,agreements,nn2,655
2574,right,nn0,1143
2573,admit,vvi,1170
2569,howard,np0,570
2567,responses,nn2,755
2566,poll,nn1,531
2566,imagination,nn1,1082
2566,deaf,aj0,415
2566,cried,vvd,578
2565,behind,av0,1207
2564,signal,nn1,752
2563,universal,aj0,951
2562,considered,vvd-vvn,1179
2562,arthur,np0,734
2561,loved,vvd,771
2561,limited,vvn,1155
2560,net,aj0,545
2560,feeling,nn1-vvg,1101
2557,string,nn1,838
2557,lord,nn1,495
2557,divided,vvn,1160
2556,stomach,nn1,771
2554,passing,vvg,1248
2554,king,nn1-np0,635
2553,junior,aj0,871
2552,victims,nn2,859
2552,designs,nn2,740
2552,aug.,np0,49
2550,deep,av0,1115
